date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht
2020-11-01,76,78,43,46,18,74,71,61,55,39,30,70,39,66,56,58,80,47,87,66,46,31,24,84,68,63,60,77,46,15,26,27,29,76,39,28,0,17,17,20,0,19,40,1
2020-12-01,72,60,37,23,17,40,69,46,56,40,22,66,26,82,48,48,84,42,70,65,34,26,21,97,82,53,47,73,36,13,20,22,24,49,47,0,0,22,24,10,0,8,20,1
2021-01-01,82,61,31,23,17,47,82,48,54,43,23,67,26,74,68,54,84,51,75,71,36,29,23,88,85,65,59,75,41,15,0,39,31,62,39,23,0,16,15,10,0,21,22,1
2021-02-01,75,40,32,43,24,55,61,58,59,48,19,63,38,74,60,61,84,57,72,67,47,34,23,88,70,71,71,86,47,18,0,33,32,69,47,42,0,20,18,14,0,25,29,1
2021-03-01,72,36,31,46,27,53,56,66,67,46,34,61,41,72,57,63,87,55,72,72,57,34,29,85,70,73,69,88,49,16,31,42,32,65,43,39,0,22,15,13,0,41,39,1
2021-04-01,73,22,33,41,24,47,50,61,57,43,32,58,36,79,50,51,87,49,65,70,63,29,37,94,79,67,60,85,50,16,34,43,28,57,43,0,0,24,29,12,0,38,31,1
2021-05-01,77,24,31,60,36,38,50,73,64,41,35,61,43,78,53,62,85,55,71,70,54,34,39,92,74,73,70,85,51,16,34,37,33,59,47,23,0,21,24,13,0,53,41,1
2021-06-01,79,25,33,50,30,39,47,68,80,40,32,68,36,65,54,62,83,60,71,66,50,42,38,79,78,69,67,87,56,19,39,36,30,58,38,33,0,18,27,15,0,42,36,0
2021-07-01,85,25,37,35,26,37,49,56,96,46,30,83,35,62,50,59,78,55,71,56,46,47,36,71,85,66,64,78,42,17,22,43,27,59,33,23,0,16,15,13,19,35,29,20
2021-08-01,84,20,34,53,25,38,51,65,100,43,38,78,40,57,51,59,77,46,77,54,54,37,38,55,91,65,78,85,53,18,40,34,25,51,38,22,0,10,0,13,0,43,40,27
