date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price
2022-11-01,36,0,59,0,79,0,0,96,44,73,33,41,32,33,70,61,86,39,75,36,20,53,34,60,38,37,15,59,46,69,0,39,24,21,37,52,0,0,0
2022-12-01,43,0,72,0,56,0,0,69,43,100,20,41,20,35,56,67,72,45,78,39,18,41,39,72,29,39,20,58,46,77,0,0,28,22,28,0,0,34,0
2023-01-01,44,0,56,0,66,0,0,79,49,71,23,51,42,36,52,88,81,51,80,45,15,56,24,70,35,48,22,65,57,75,0,41,30,18,52,0,0,42,0
2023-02-01,40,0,57,0,52,0,0,74,47,54,32,45,46,35,60,98,91,48,68,40,19,45,24,71,39,48,17,66,69,79,0,0,17,20,34,0,0,0,0
2023-03-01,38,0,49,0,55,0,0,90,46,54,35,46,37,33,63,75,90,48,71,39,18,51,23,66,35,46,27,72,54,77,57,0,25,27,49,0,0,32,0
2023-04-01,42,0,53,0,72,0,0,72,46,54,24,38,27,34,56,100,77,48,73,36,25,60,22,65,33,42,12,74,38,70,0,60,27,21,22,0,0,31,0
2023-05-01,39,0,61,0,50,0,0,74,47,50,41,34,36,32,38,73,80,39,75,33,17,50,23,65,24,77,21,81,52,68,0,40,33,19,41,0,0,0,0
2023-06-01,40,0,56,0,46,0,0,68,49,51,37,38,31,33,57,73,77,45,71,36,14,42,21,62,23,69,17,76,75,62,0,44,26,22,25,0,0,21,0
2023-07-01,48,0,57,0,53,0,0,65,48,59,29,35,21,37,70,71,72,47,70,41,15,47,21,67,30,88,21,68,80,91,0,42,20,20,0,0,0,0,0
2023-08-01,42,0,54,0,49,0,0,68,46,54,41,35,26,35,50,62,83,43,68,37,15,45,21,63,31,43,19,62,39,80,0,0,19,22,0,0,0,26,0
2023-09-01,39,0,55,0,49,0,0,72,46,46,41,31,29,33,68,45,83,39,71,32,17,40,21,57,28,43,10,55,31,73,0,0,31,26,33,0,0,51,0
2023-10-01,37,0,59,0,45,0,0,62,44,49,48,39,24,32,79,51,82,37,68,31,15,35,23,54,24,55,14,56,33,69,0,0,27,19,32,0,0,0,0
2023-11-01,38,0,80,0,50,0,0,72,44,46,48,36,33,35,100,55,81,44,80,36,17,74,23,59,30,66,11,56,58,58,53,39,24,31,29,53,0,27,0
2023-12-01,45,0,81,0,55,0,0,70,40,61,26,39,27,40,33,57,64,54,85,45,15,50,31,74,24,67,13,61,28,75,0,0,19,28,23,0,0,31,0
2024-01-01,44,0,62,0,52,0,0,68,50,59,35,43,29,38,44,70,74,54,83,43,14,52,43,63,30,80,22,62,40,87,45,60,33,27,43,0,0,24,0
2024-02-01,41,0,58,0,54,0,0,65,52,59,39,41,45,38,52,68,91,59,76,40,19,58,23,70,28,95,16,63,38,99,0,41,33,26,35,0,0,35,0
2024-03-01,44,0,51,0,55,0,0,69,52,58,34,41,37,37,36,76,87,56,67,44,25,54,22,71,36,98,25,70,40,92,57,42,35,41,33,0,0,40,0
2024-04-01,41,0,49,0,60,0,0,84,52,53,51,38,43,35,39,75,84,53,66,41,37,66,25,63,33,81,16,67,39,69,0,56,37,24,29,0,0,23,0
2024-05-01,40,0,58,0,53,0,0,64,47,57,42,31,33,36,44,64,80,46,67,39,28,39,20,60,32,60,22,67,35,76,0,40,26,35,0,0,0,32,0
2024-06-01,47,0,49,0,57,0,0,63,50,60,39,31,39,33,48,52,80,51,61,41,31,52,21,61,19,60,22,63,42,64,0,55,30,28,30,80,0,45,0
